71;14.000;55.000;;44.000;;54.000;26.000;43.000;;43.000;;70.000;;45.000;;46.000;;69.000;10.000;44.000;;45.000;;44.000;;46.000;16.000;45.000;;45.000;;49.000;;48.000;;48.000;;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
72;0.500;55.000;;44.000;;54.000;0.100;43.000;;43.000;0.400;70.000;0.100;45.000;;46.000;;69.000;;44.000;;45.000;;44.000;;46.000;;45.000;;45.000;;49.000;;48.000;;48.000;;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
73;;54.000;;42.000;;53.000;;41.000;;41.000;;65.000;;42.000;;46.000;;64.000;38.150;41.000;0.130;45.000;;41.000;;42.000;;42.000;;42.000;;45.000;;44.000;;44.000;;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
74;;54.000;7.620;42.000;;53.000;;41.000;;41.000;;65.000;;42.000;5.920;46.000;;64.000;;41.000;;45.000;;41.000;;42.000;;42.000;;42.000;12.540;45.000;;44.000;;44.000;3.160;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
75;;55.000;;44.000;0.100;54.000;0.300;43.000;;43.000;;70.000;;45.000;1.300;46.000;;69.000;;44.000;;45.000;;44.000;;46.000;;45.000;;45.000;;49.000;;48.000;;48.000;0.120;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
76;;41.000;;37.000;4.679;40.000;103.627;36.000;;36.000;;49.000;;39.000;;39.000;163.248;48.000;0.869;38.000;;38.000;;38.000;;38.000;204.342;37.000;;37.000;;39.000;30.816;38.000;;38.000;;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
77;2.000;38.000;;37.000;;37.000;115.000;36.000;;36.000;106.000;41.000;;38.000;;38.000;;40.000;48.000;37.000;;37.000;;37.000;;41.000;;40.000;;40.000;;41.000;;40.000;;40.000;;30.000;;29.000;;29.000;;36.000;;35.000;;35.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
78;;54.000;3.192;42.000;;53.000;;41.000;;41.000;4.372;65.000;0.600;42.000;0.400;46.000;;64.000;;41.000;;45.000;;41.000;0.200;42.000;;42.000;;42.000;1.608;45.000;;44.000;;44.000;13.068;30.000;;29.000;;29.000;0.320;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
79;2.000;55.000;;44.000;;54.000;31.000;43.000;;43.000;0.350;70.000;;45.000;;46.000;;69.000;2.900;44.000;;45.000;;44.000;;46.000;1.300;45.000;;45.000;;49.000;;48.000;;48.000;;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
80;10.000;55.000;;44.000;;54.000;29.000;43.000;;43.000;3.000;70.000;;45.000;;46.000;;69.000;4.000;44.000;;45.000;;44.000;;46.000;;45.000;;45.000;;49.000;;48.000;;48.000;;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;;55.000;;44.000;;54.000;1.000;43.000;;43.000;;70.000;;45.000;;46.000;2.500;69.000;;44.000;;45.000;;44.000;;46.000;3.500;45.000;;45.000;;49.000;8.000;48.000;;48.000;;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
83;19.880;53.000;1.120.285;42.000;;52.000;10.065;41.000;240.000;41.000;372.510;65.000;11.909;42.000;163.850;42.000;;64.000;1.700;41.000;;41.000;81.000;41.000;1.460;42.000;;41.000;77.000;41.000;42.482;42.000;0.287;41.000;3.000;41.000;;30.000;;29.000;1.000;29.000;1.323.620;39.000;;38.000;126.000;38.000;;60.000;;59.000;;59.000;;549.000;;548.000;;548.000
84;;55.000;;44.000;29.270;54.000;72.482;43.000;;43.000;;63.000;;45.000;;46.000;220.666;62.000;31.308;44.000;51.871;45.000;;44.000;;46.000;;45.000;;45.000;;49.000;5.041;48.000;;48.000;;30.000;;29.000;;29.000;;39.000;5.287;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
85;24.565;55.000;;44.000;98.259;54.000;2.720;43.000;;43.000;5.738;70.000;;45.000;;46.000;22.950;69.000;1.544;44.000;;45.000;;44.000;;46.000;18.720;45.000;;45.000;;49.000;0.020;48.000;;48.000;;30.000;;29.000;;29.000;;39.000;2.652;38.000;;38.000;;62.000;0.056;61.000;;61.000;;549.000;;548.000;;548.000
86;;55.000;10.000;44.000;;54.000;;43.000;;43.000;;70.000;0.300;45.000;;46.000;;69.000;;44.000;;45.000;;44.000;2.000;46.000;;45.000;;45.000;0.150;49.000;;48.000;;48.000;;30.000;;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
87;;55.000;;44.000;2.021;54.000;;43.000;;43.000;;70.000;;45.000;;46.000;1.960;69.000;;44.000;;45.000;;44.000;;46.000;8.400;45.000;;45.000;;49.000;0.415;48.000;;48.000;;30.000;46.829;29.000;;29.000;;39.000;;38.000;;38.000;;62.000;;61.000;;61.000;;549.000;;548.000;;548.000
